bundle	pathid	name	width	height	format	mips	streamed	bytes
defaultlocalgroup_assets_mat_carryhandle_2034f6e90a7a07d4d2906186afbee036.bundle	-5505790847129592252	M4 Carryhandle_RGS	2048	2048	DXT1	12	1	2796216
defaultlocalgroup_assets_mat_carryhandle_2034f6e90a7a07d4d2906186afbee036.bundle	-4534712349855134508	M4 Carryhandle_MET	2048	2048	DXT1	12	1	2796216
defaultlocalgroup_assets_mat_carryhandle_2034f6e90a7a07d4d2906186afbee036.bundle	358435586693106856	M4 Carryhandle_AO	2048	2048	DXT1	12	1	2796216
defaultlocalgroup_assets_mat_carryhandle_2034f6e90a7a07d4d2906186afbee036.bundle	2657206306813745621	M4 Carryhandle_NRM	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_10_51_0f27779ac57dfd938aeb2992c0b67adf.bundle	-1586902630043072959	10_5_BaseColor_DRK_FDE	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_10_51_0f27779ac57dfd938aeb2992c0b67adf.bundle	99692364128190103	10_5_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_10_51_0f27779ac57dfd938aeb2992c0b67adf.bundle	6380561819875576856	10_5_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_10_52_1bc94b4d8066b26fb1a2a11490f846eb.bundle	99692364128190103	10_5_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_10_52_1bc94b4d8066b26fb1a2a11490f846eb.bundle	5035991836099656939	10_5_BaseColor_FDE	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_10_52_1bc94b4d8066b26fb1a2a11490f846eb.bundle	6380561819875576856	10_5_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_10_5_7eb053813882e2d4c1d99ff90699577a.bundle	99692364128190103	10_5_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_10_5_7eb053813882e2d4c1d99ff90699577a.bundle	6380561819875576856	10_5_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_10_5_7eb053813882e2d4c1d99ff90699577a.bundle	8444943178465022268	10_5_BaseColor_BLK	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_12_51_62a6abf53ff620afa3106dcf5d625625.bundle	-7020304928383215941	12_5_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_12_51_62a6abf53ff620afa3106dcf5d625625.bundle	-6374345420241418202	12_5_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_12_51_62a6abf53ff620afa3106dcf5d625625.bundle	9031168856925122032	12_5_BaseColor_DRK_FDE	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_12_52_fc1a95a4dea4cb843ee11d97ff0bca7b.bundle	-7020304928383215941	12_5_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_12_52_fc1a95a4dea4cb843ee11d97ff0bca7b.bundle	-6374345420241418202	12_5_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_12_52_fc1a95a4dea4cb843ee11d97ff0bca7b.bundle	-5388080631185828740	12_5_BaseColor_FDE	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_12_5_df356208f861e44617e926efc9991a80.bundle	-7020304928383215941	12_5_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_12_5_df356208f861e44617e926efc9991a80.bundle	-6374345420241418202	12_5_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_12_5_df356208f861e44617e926efc9991a80.bundle	-503365664695902928	12_5_BaseColor_BLK	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_131_3b64221f69518557ac6e7af7118e700d.bundle	-5942603484553179159	13_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_131_3b64221f69518557ac6e7af7118e700d.bundle	-3911116845406089756	13_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_131_3b64221f69518557ac6e7af7118e700d.bundle	5981264567408455583	13_BaseColor_DRK_FDE	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_132_38d31dc6c3e336493efe6bf668c2843f.bundle	-5942603484553179159	13_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_132_38d31dc6c3e336493efe6bf668c2843f.bundle	-5281279658985439228	13_BaseColor_FDE	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_132_38d31dc6c3e336493efe6bf668c2843f.bundle	-3911116845406089756	13_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_13_40a2070eee18c38c82e3de2bb9490159.bundle	-5942603484553179159	13_MaskMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_13_40a2070eee18c38c82e3de2bb9490159.bundle	-3911116845406089756	13_NormalOpenGL	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_13_40a2070eee18c38c82e3de2bb9490159.bundle	3644746048560958232	13_BaseColor_BLK	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_14_5_barrel_b81ba8847de28f8285adfd69fed890aa.bundle	-4881351115517832625	14-5 Barrel Mask	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_14_5_barrel_b81ba8847de28f8285adfd69fed890aa.bundle	-2061430483109689022	14-5_low_14_5_Barrel_Normal	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_14_5_barrel_b81ba8847de28f8285adfd69fed890aa.bundle	6111742829930838913	14-5_low_14_5_Barrel_BaseColor	512	512	DXT1	10	1	174776
weaponmodmaterials_assets_1911_kimber_frame_5912aa2a5f4da6dfbf8723442e791224.bundle	-4309539291347454887	1911_Kimber_Frame_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_1911_kimber_frame_5912aa2a5f4da6dfbf8723442e791224.bundle	1704770306783533301	1911_Kimber_Frame_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_1911_kimber_frame_5912aa2a5f4da6dfbf8723442e791224.bundle	5051330751591148294	1911_Kimber_Frame_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_1911_kimber_slide_3d22d7aad2e5b8322286f4e983a026e4.bundle	-2711453146821061880	1911_Kimber_Slide_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_1911_kimber_slide_3d22d7aad2e5b8322286f4e983a026e4.bundle	-1004045722626219981	1911_Kimber_Slide_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_1911_kimber_slide_3d22d7aad2e5b8322286f4e983a026e4.bundle	6439365545638719626	1911_Kimber_Slide_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_20inchbarrel_d71d480644b8a866b9611607cd560d79.bundle	-3079019116936814213	20_Inch_Barrel_low_20_Barrel_Roughness	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_20inchbarrel_d71d480644b8a866b9611607cd560d79.bundle	-818286074776564117	20_Inch_Barrel_low_20_Barrel_BaseColor	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_20inchbarrel_d71d480644b8a866b9611607cd560d79.bundle	4030251338867659334	20_Inch_Barrel_low_20_Barrel_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_20inchbarrel_d71d480644b8a866b9611607cd560d79.bundle	4835682805196742809	20_Inch_Barrel_low_20_Barrel_Metallic	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_30mmmount_eada5f77c683cef2a5b71e1318113a9c.bundle	-2758242443505238019	30mmMount_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_30mmmount_eada5f77c683cef2a5b71e1318113a9c.bundle	-2625203981367984582	30mmmountMaskMap	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_30mmmount_eada5f77c683cef2a5b71e1318113a9c.bundle	1355605962207680396	30mmMount_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_3xmag_255e38637886292c37eb8434c67f8145.bundle	-7590810860417235286	3xmag_AlbedoTransparency	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_3xmag_255e38637886292c37eb8434c67f8145.bundle	-2909842204487319439	3xmag_MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_3xmag_255e38637886292c37eb8434c67f8145.bundle	785479287320302744	3xmag_SpecularSmoothness	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_3xmag_255e38637886292c37eb8434c67f8145.bundle	3566332310813800546	3xmag_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_3xmag_rearglass_2687bbaf8033b9712ff4a1ebf8a7a097.bundle	3427481360574636152	Rear_Glass_Mask	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_416a5fde_a5ab917f9a0dbf28dfa09efe97cd647c.bundle	-1182216627855728708	HK416_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_416a5fde_a5ab917f9a0dbf28dfa09efe97cd647c.bundle	-885316462430128006	HK416_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_416a5fde_a5ab917f9a0dbf28dfa09efe97cd647c.bundle	5722929689452254783	HK416_MaskMap	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_416a5handguard_6cd2f56ebc11509be446543800c8891b.bundle	-6200387341668050102	Handguard_MaskMap	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_416a5handguard_6cd2f56ebc11509be446543800c8891b.bundle	-1296888559500054062	Handguard_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_416a5handguard_6cd2f56ebc11509be446543800c8891b.bundle	8416125971218075315	Handguard_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_416handguardflip_086da1f8b006f986cbf446fbfd818b81.bundle	-4730001877383795855	HK416A5_paint_HK_Handguard_Flipsight_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_416handguardflip_086da1f8b006f986cbf446fbfd818b81.bundle	-2832799186836617975	BLK_HK416A5_paint_HK_Handguard_Flipsight_BaseColor	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_416handguardflip_086da1f8b006f986cbf446fbfd818b81.bundle	3263605214654754155	HK416A5_paint_HK_Handguard_Flipsight_MaskMap	512	512	DXT5	10	1	349552
weaponmodmaterials_assets_525pm2_rearglass_1a69d58774e84244a6fe8f251dc71a8a.bundle	-9022274749366726134	525pm2_rearglass_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_525pm2_rearglass_1a69d58774e84244a6fe8f251dc71a8a.bundle	-2902635763807462891	525pm2_rearglass_AlbedoTransparency	1024	1024	DXT1	11	1	699064
weaponmodmaterials_assets_525pm2_rearglass_1a69d58774e84244a6fe8f251dc71a8a.bundle	2493167266697360426	525pm2_rearglass_SpecularSmoothness	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_525pm2_rearglass_1a69d58774e84244a6fe8f251dc71a8a.bundle	7963192764132619009	525pm2_rearglass_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_525pm2_reticle_34f3b22daa22b6fa6ae25a3abea3671b.bundle	1440201606808164517	5-25x56 Reticle	4096	4096	DXT5	13	1	22369648
weaponmodmaterials_assets_525pm2blk_cc2863de3bbef9d5d099cd66740863b4.bundle	-5953568962012526905	525pm2_BaseColor_BLK	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_525pm2blk_cc2863de3bbef9d5d099cd66740863b4.bundle	3957603029225011050	525pm2_OcclusionRoughnessMetallic	512	512	DXT1	10	1	174776
weaponmodmaterials_assets_525pm2blk_cc2863de3bbef9d5d099cd66740863b4.bundle	5880690536177416823	525pm2_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_525pm2fde_4c801e58fac0c900ead1e84b44f05b19.bundle	-543433297344429055	525pm2_BaseColor_TAN	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_525pm2fde_4c801e58fac0c900ead1e84b44f05b19.bundle	3957603029225011050	525pm2_OcclusionRoughnessMetallic	512	512	DXT1	10	1	174776
weaponmodmaterials_assets_525pm2fde_4c801e58fac0c900ead1e84b44f05b19.bundle	5880690536177416823	525pm2_Normal	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_6l31_545x39_6e3b4080d59755d2d7424bec68672f25.bundle	2874679961421270328	6L31_545x39_BaseColor	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_6l31_545x39_6e3b4080d59755d2d7424bec68672f25.bundle	8577838628149202618	6L31_545x39_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_6l31_545x39_6e3b4080d59755d2d7424bec68672f25.bundle	8968422062190097482	MaskMap	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_ar15_buffer_tube_pistol_grip_mount_21_6ae921a8117bdf0be11ee5512089072d.bundle	-2960609773856273008	Remington 870 Combined_870_AR15_Buffer_Tube_Pistol_Grip_Mount_2_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_ar15_buffer_tube_pistol_grip_mount_21_6ae921a8117bdf0be11ee5512089072d.bundle	-463129766396346246	870_AR15_Buffer_Tube_Pistol_Grip_Mount_2_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_ar15_buffer_tube_pistol_grip_mount_21_6ae921a8117bdf0be11ee5512089072d.bundle	5489982072445372312	870_AR15_Buffer_Tube_Pistol_Grip_Mount_2_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_ar15_buffer_tube_pistol_grip_mount_2_05aaecc0277fe48b25b588f1120a007d.bundle	-463129766396346246	870_AR15_Buffer_Tube_Pistol_Grip_Mount_2_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_ar15_buffer_tube_pistol_grip_mount_2_05aaecc0277fe48b25b588f1120a007d.bundle	5489982072445372312	870_AR15_Buffer_Tube_Pistol_Grip_Mount_2_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_ar15_buffer_tube_pistol_grip_mount_2_05aaecc0277fe48b25b588f1120a007d.bundle	9152011668511002825	870_AR15_Buffer_Tube_Pistol_Grip_Mount_2_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_barrel_101_e41785242abba4bb068acc259d99ef69.bundle	-8601809735776364043	870_Barrel_10_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_101_e41785242abba4bb068acc259d99ef69.bundle	-3851831401204418348	Remington 870 Combined_870_Barrel_10_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_barrel_101_e41785242abba4bb068acc259d99ef69.bundle	-1414540006628713166	870_Barrel_10_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_10_30de32d465e6cbe8aa8794f109345224.bundle	-8601809735776364043	870_Barrel_10_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_10_30de32d465e6cbe8aa8794f109345224.bundle	-1414540006628713166	870_Barrel_10_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_10_30de32d465e6cbe8aa8794f109345224.bundle	-522852585626418907	870_Barrel_10_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_barrel_141_6a33c6fcd5ef76a3c9c0749860cbdaa6.bundle	-7736636409458910924	Remington 870 Combined_870_Barrel_14_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_barrel_141_6a33c6fcd5ef76a3c9c0749860cbdaa6.bundle	3586303404682271850	870_Barrel_14_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_141_6a33c6fcd5ef76a3c9c0749860cbdaa6.bundle	4919729509667188717	870_Barrel_14_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_14_8fda0516de4047731e8293cd571f7fb0.bundle	-6487936189013744613	870_Barrel_14_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_barrel_14_8fda0516de4047731e8293cd571f7fb0.bundle	3586303404682271850	870_Barrel_14_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_14_8fda0516de4047731e8293cd571f7fb0.bundle	4919729509667188717	870_Barrel_14_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_181_6ddd47c3785c92a429dee3aa26895f0a.bundle	-5885750340173793647	Remington 870 Combined_870_Barrel_18_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_barrel_181_6ddd47c3785c92a429dee3aa26895f0a.bundle	1562441654146473236	870_Barrel_18_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_181_6ddd47c3785c92a429dee3aa26895f0a.bundle	6807780029659243070	870_Barrel_18_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_18_31f64e9f8b4196a1d3c316abd6c0e561.bundle	-5373503493331876726	870_Barrel_18_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_barrel_18_31f64e9f8b4196a1d3c316abd6c0e561.bundle	1562441654146473236	870_Barrel_18_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_18_31f64e9f8b4196a1d3c316abd6c0e561.bundle	6807780029659243070	870_Barrel_18_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_231_b520b4e9c5842ec5853bfff68842f404.bundle	-536101842666628343	870_barrel_23_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_231_b520b4e9c5842ec5853bfff68842f404.bundle	2366712932465305990	870_barrel_23_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_231_b520b4e9c5842ec5853bfff68842f404.bundle	4864399988124101693	Remington 870 Combined_870_barrel_23_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_barrel_23_ba9197377f704313b1cf6ca03dbea004.bundle	-1823429087787154443	870_barrel_23_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_barrel_23_ba9197377f704313b1cf6ca03dbea004.bundle	-536101842666628343	870_barrel_23_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_23_ba9197377f704313b1cf6ca03dbea004.bundle	2366712932465305990	870_barrel_23_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_61_2cf36ce8105570e1d5c524f313d67533.bundle	-3867632212092476588	Remington 870 Combined_870_Barrel_6.5_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_barrel_61_2cf36ce8105570e1d5c524f313d67533.bundle	1431983817133629117	870_Barrel_6.5_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_61_2cf36ce8105570e1d5c524f313d67533.bundle	7683089400218183711	870_Barrel_6.5_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_barrel_6_5928d13ed48ecfb6744318f6ec2a62a9.bundle	-1261004664614529395	870_Barrel_6.5_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_barrel_6_5928d13ed48ecfb6744318f6ec2a62a9.bundle	1431983817133629117	870_Barrel_6.5_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_barrel_6_5928d13ed48ecfb6744318f6ec2a62a9.bundle	7683089400218183711	870_Barrel_6.5_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_11_944e8d0f3275c333598e0fcbd2a9f961.bundle	-9019889230370249680	Remington 870 Combined_870_Forend_1_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_forend_11_944e8d0f3275c333598e0fcbd2a9f961.bundle	2894091081823532918	870_Forend_1_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_forend_11_944e8d0f3275c333598e0fcbd2a9f961.bundle	4520390723182614134	870_Forend_1_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_1_0d0539376e82dbe7d3eb731e676c648f.bundle	2894091081823532918	870_Forend_1_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_forend_1_0d0539376e82dbe7d3eb731e676c648f.bundle	4520390723182614134	870_Forend_1_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_1_0d0539376e82dbe7d3eb731e676c648f.bundle	9032195160204869059	870_Forend_1_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_forend_21_d4d79e82b70c5d2b399843efe51192d1.bundle	-6388397120415452229	870_Forend_2_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_forend_21_d4d79e82b70c5d2b399843efe51192d1.bundle	-5076438443922301627	870_Forend_2_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_forend_21_d4d79e82b70c5d2b399843efe51192d1.bundle	-134923176789528491	Remington 870 Combined_870_Forend_2_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_forend_2_c157342ff74ff6e932bb43c9631fb7a5.bundle	-6388397120415452229	870_Forend_2_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_forend_2_c157342ff74ff6e932bb43c9631fb7a5.bundle	-5076438443922301627	870_Forend_2_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_forend_2_c157342ff74ff6e932bb43c9631fb7a5.bundle	3231177499585905106	870_Forend_2_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_forend_31_d09d6bd0f4d5b8656d3906406c7e3977.bundle	1883945291945320610	Remington 870 Combined_870_Forend_3_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_forend_31_d09d6bd0f4d5b8656d3906406c7e3977.bundle	7966080955424619868	870_Forend_3_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_forend_31_d09d6bd0f4d5b8656d3906406c7e3977.bundle	8204149304216666614	870_Forend_3_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_forend_3_f77efb0efaf303d1700210071564eb9f.bundle	-9058280576623671918	870_Forend_3_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_forend_3_f77efb0efaf303d1700210071564eb9f.bundle	7966080955424619868	870_Forend_3_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_forend_3_f77efb0efaf303d1700210071564eb9f.bundle	8204149304216666614	870_Forend_3_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_forend_4_c3e24b57eb4df963d86274201e15695e.bundle	-585209475771735773	870_Forend_4_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_4_c3e24b57eb4df963d86274201e15695e.bundle	6201578498316050790	870_Forend_4_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_forend_4_c3e24b57eb4df963d86274201e15695e.bundle	7671786850690064458	870_Forend_4_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_forend_51_f518837980a344eb824e7e084c3d9761.bundle	-5118346833400847217	870_Forend_5_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_forend_51_f518837980a344eb824e7e084c3d9761.bundle	1994978620013837031	Remington 870 Combined_870_Forend_5_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_forend_51_f518837980a344eb824e7e084c3d9761.bundle	3688857300236157805	870_Forend_5_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_5_1901479cc9410d8eacb1daf40f1bafe3.bundle	-5118346833400847217	870_Forend_5_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_forend_5_1901479cc9410d8eacb1daf40f1bafe3.bundle	3688857300236157805	870_Forend_5_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_5_1901479cc9410d8eacb1daf40f1bafe3.bundle	6827546083657934526	870_Forend_5_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_forend_61_2d20d18cff914a7d8059086a24240fdb.bundle	-1059846788138407919	870_Forend_6_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_61_2d20d18cff914a7d8059086a24240fdb.bundle	3395806613985143553	870_Forend_6_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_forend_61_2d20d18cff914a7d8059086a24240fdb.bundle	6448113042987536841	Remington 870 Combined_870_Forend_6_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_forend_6_ee04c3271ed250d75729e0223ef15668.bundle	-1059846788138407919	870_Forend_6_Normal	2048	1024	DXT5	12	1	2796240
weaponmodmaterials_assets_870_forend_6_ee04c3271ed250d75729e0223ef15668.bundle	3395806613985143553	870_Forend_6_MaskMap	1024	512	DXT5	11	1	699088
weaponmodmaterials_assets_870_forend_6_ee04c3271ed250d75729e0223ef15668.bundle	9123410538869602277	870_Forend_6_BaseMap	2048	1024	DXT1	12	1	1398120
weaponmodmaterials_assets_870_pistol_grip_11_713adb8b89a1dcbeba451bfd29280277.bundle	-7819992467420015667	870_Pistol_Grip_1_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_pistol_grip_11_713adb8b89a1dcbeba451bfd29280277.bundle	-6467479834302844049	Remington 870 Combined_870_Pistol_Grip_1_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_pistol_grip_11_713adb8b89a1dcbeba451bfd29280277.bundle	-4618347527728596027	870_Pistol_Grip_1_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_pistol_grip_1_c375e39c7f01f74f845fbd5d1fb6fd2a.bundle	-7819992467420015667	870_Pistol_Grip_1_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_pistol_grip_1_c375e39c7f01f74f845fbd5d1fb6fd2a.bundle	-4618347527728596027	870_Pistol_Grip_1_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_pistol_grip_1_c375e39c7f01f74f845fbd5d1fb6fd2a.bundle	-1815694085412449210	870_Pistol_Grip_1_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_rails_mounts1_bca76c6465f626d734e18999f400ff00.bundle	-6648470134645630075	870_Rails_Mounts_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_rails_mounts1_bca76c6465f626d734e18999f400ff00.bundle	-539584714474926702	Remington 870 Combined_870_Rails_Mounts_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_rails_mounts1_bca76c6465f626d734e18999f400ff00.bundle	1160025068358560709	870_Rails_Mounts_Normal	2048	2048	DXT5	12	1	5592432
weaponmodmaterials_assets_870_rails_mounts_bc6613f4288e6575a3c36c2a1cdf289e.bundle	-7430104831441403320	870_Rails_Mounts_BaseMap	2048	2048	DXT1	12	1	2796216
weaponmodmaterials_assets_870_rails_mounts_bc6613f4288e6575a3c36c2a1cdf289e.bundle	-6648470134645630075	870_Rails_Mounts_MaskMap	1024	1024	DXT5	11	1	1398128
weaponmodmaterials_assets_870_rails_mounts_bc6613f4288e6575a3c36c2a1cdf289e.bundle	1160025068358560709	870_Rails_Mounts_Normal	2048	2048	DXT5	12	1	5592432
