bundle	pathid	name	shader_pathid	shader_name
weaponmodmaterials_assets_acogfiberglasscover_a587151e306a28f020e293b62a561e95.bundle	3898782584912075110	acog fiberglass cover	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_acro_mount_d33a2100904af83c71b95e8caddb2210.bundle	4864005771164827428	acro_mount	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_acrop21_fd8353c3dc537a175e8249c718e8ee72.bundle	5362173955845498802	acrop2 1	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_acrop2_a6ef42327cd3f30192d32ade5126560b.bundle	7327601377975515133	acrop2	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_acrop2_reticle_40f4ab626ef9fcb499f7fbcd87c101e5.bundle	-5327431649417941552	acrop2_reticle	1068173205918574943	Ultimate Scope Shaders/HolographicSight
weaponmodmaterials_assets_acrop2_reticlenvg_0458d820385980a23df89fda7a2befed.bundle	-7442468935053629516	acrop2_reticle nvg	1068173205918574943	Ultimate Scope Shaders/HolographicSight
weaponmodmaterials_assets_acrop2glass_2187c9978f93fb31728c26204f925b69.bundle	-436725656388586131	acrop2 Glass	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_afg211_b001de8c3357ab54a90fef80c0c07b8c.bundle	5842635229221377957	AFG2 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_afg212_36f7ea70088ea48890cfa236cbd7e8f7.bundle	2845565486702962817	AFG2 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_afg21_b9e0e9465b3e121f16ddf03186e0fde8.bundle	-3792936984034310831	AFG2 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_afg2_a4c37c4d5d468a172836fd61ccc446bf.bundle	-7857218103990026346	AFG2	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_afg_mlok_b6cc6584de6aff0db19f8d0366f068d2.bundle	5293727951151113351	AFG_MLOK	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_afg_mlokfde_d1ac37f46bed5736ac4a579f0d12ac2b.bundle	2473668537363141639	AFG_MLOK FDE	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_afg_mlokgrey1_915b58bf3e4a2aa6d802aefb6ff0ef5d.bundle	-1164099919138792871	AFG_MLOK GREY 1	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_afg_mlokgrey_cfcc02ed9dbd71c4e7c2e1e5bd3e88b9.bundle	-2967917006331962996	AFG_MLOK GREY	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_aimpoint_micro_mount_plate_55ea1146775bc906424a8734a153da9a.bundle	-6869779933427279899	Aimpoint_Micro_Mount_Plate	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_aimpoint_pro_729206b91d9584e0066808075fb11098.bundle	4863513436706266923	aimpoint_pro	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_aimpoint_pro_accessories1_2915a9fb95ffd6671363369fb1e3d59d.bundle	-7585863753719767589	aimpoint_pro_accessories	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_aimpoint_pro_accessories_a5fa76e9b04c80cdf76768536b5b1d05.bundle	-6989555566902544942	aimpoint_pro_accessories.001	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_aimpoint_pro_mount_larue_66466b9bedf66857934b4448d7904c60.bundle	1895857053449392522	aimpoint_pro_mount_larue	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_aimpoint_pro_mount_qrp2_3d854bdb6ac087a825cd67990eef4410.bundle	2381343686704906582	aimpoint_pro_mount_qrp2	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_aimpoint_pro_reticle1_825e67fc5a3bba6c445580ccd65d1194.bundle	6772466985076729967	aimpoint_pro_reticle 1	1068173205918574943	Ultimate Scope Shaders/HolographicSight
weaponmodmaterials_assets_aimpoint_pro_reticle_c37c29566d90760c41a887ad7b9eeb14.bundle	-6626912320276400653	aimpoint_pro_reticle	1068173205918574943	Ultimate Scope Shaders/HolographicSight
weaponmodmaterials_assets_aimpoint_prolens_aa76fd0691b9e5fa2a60640f220ec6ab.bundle	1419913525213602791	aimpoint_pro Lens	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_aimpoint_t11_2c2ed04daa0a54c214edb21ae0785843.bundle	6511909624355359915	Aimpoint_T1 1	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_aimpoint_t1_6766a5778bfbd03455cb75b02aa90572.bundle	7786286951115794062	Aimpoint_T1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_ak74_flashhider_c7f673106d48abe97e58e7245059cb99.bundle	5233674137930119412	AK74_FlashHider	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak74_sdr_e3acdedb6305a6742012c46893cdd301.bundle	-7162948930455417025	AK74_sdr	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_ak_ar15adapter_f9dc14128ce02716c621783dff7a77d3.bundle	-7467121878955206211	AK_AR15Adapter	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_ar_grip_adapter_35b5ece8a19d922281d39e29af55542e.bundle	4100809631259127402	AK_AR_Grip_Adapter	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_ak_barrel_ak74_19b85cce2e657fc467bdd5f50e851470.bundle	-4121445556215164077	AK_Barrel_AK74	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_barrel_akm_03b4d161bc87663736676f41c5a6a2a6.bundle	6698619187933731758	AK_Barrel_AKM	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_cover_pdc_8875c49aa5d12035e8955efdc0dcb5f1.bundle	6282915360905331629	AK_cover_PDC	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_dustcover_std_a80850354a1ea5a9c55b63cc32729ac8.bundle	1380203463602814357	AK_Dustcover_Std	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_gasblock_akm_a1a347e0775cc19c522c5bbef0f75224.bundle	-6325503940085391304	AK_GasBlock_AKM	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_grip_scorpius_0b4499c8be617958eef574924fd97ec6.bundle	-916496227560050285	AK_grip_scorpius	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_hg_akm_44ab964b0f7786b3392c835daac1e0fd.bundle	-4722154488495633883	AK_HG_AKM	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_hg_dong_2c85ef0ce05207da7ab2a6454f68007d.bundle	8961424450101891802	AK_HG_Dong	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_mag_akm_std1_6435494f0fc65d0215a2c23e47562caf.bundle	5259284934299226768	AK_MAG_AKM_STD	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_mag_akm_std_2eed883b1a26c39e0464419ed8bfc1a6.bundle	-3737012960486954381	AK_MAG_AKM_STD	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_mount_6af6d47c991d4893f548db8e79f35e1f.bundle	-5999631000542607897	AK_Mount	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_muzzle_akm_5dceb42d00dbcf22c9c5d38801ed2c86.bundle	-7482232393904260895	AK_Muzzle_AKM	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_pistolgrip_12f19d8d75d6c4dcee95f6036c8b3117.bundle	7680807999074412372	AK_PistolGrip	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_rear_sight_rail_a66d73cc3b78ef6ee9f5447883b1e782.bundle	-7318162402889135618	AK_Rear_Sight_Rail	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_rearsight_dd119c86fe24a6603f99a6c3871cb928.bundle	-8999935324462647707	AK_RearSight	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_ak_stock_akm_df4726eb14051ec21d9a00da54a95095.bundle	6300132631506898520	AK_Stock_AKM	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_akshortbarrelgasblock_75c139fb2af061fbdd4123c8c5bcde5d.bundle	2998916720244876076	AKShortBarrelGasblock	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_apc9pro_afec7488baaa2daf0a4b7be7635cc037.bundle	826360589159420497	APC9 Pro	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_apc9profde_c3b57d2497e4a43566af2aff005fc56b.bundle	-3994412858938084315	APC9 Pro FDE	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_apl_24c0976ffa52c964e17aacfd86361b6c.bundle	5297067326365856243	APL	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_ar15_a1_stock_1_aa533c5d8003f3ad1efe1410d8b735c7.bundle	-334372366907115133	AR15_A1_Stock_1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_ar15_a2_body_e2be9f41b95a72d1f3f7628ff1f1fcb8.bundle	-7980792493178568769	AR15_A2_Body	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_ar_grip_mdt_18469f0a95c0b887f26a27625f781755.bundle	8386023820438899814	AR_Grip_MDT	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_assaulterk_a9f1aa42c8df34a359a5da92e4343590.bundle	-3495713600694641430	assaulterk	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_atacr18_83c7102943dbf9f5bdfef7a1c6e11d6e.bundle	8325035589946880552	atacr18	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_atacr18_rearglass_a0e9c07d344cf7d5aec985f535dc9c9a.bundle	2440020190268730742	atacr18_rearglass	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_atacr18_rendertarget_27d3c536c32e803fc0812899f6473daa.bundle	-7025480244149270475	atacr18_rendertarget	2191631582626051206	Shader Graphs/RealisticScopeEffect
weaponmodmaterials_assets_b30b31c_6e8e46feb61f5fa70af0e645f48d69a3.bundle	-3146994549012374516	B30B31c	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_b331_7802968863a21e2e4f78b9d551ee5741.bundle	-2057204844792835766	B33	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_b33_4873ce45a48e3d0af510b035700fb5d4.bundle	-8638922500079177362	B33	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_b_13_sdr_09fdb961ff0d1f8c233b89d751961e1a.bundle	8399686779240886784	B_13_sdr	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_b_1fe27e86f488039f8c45036295137c77.bundle	1622879686649989507	B.A.D_Lever_AR15	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_barrel_10_a721184eb9c27430707ebd6806b6d7ba.bundle	-6978183170711773151	Barrel_10.5Inch	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_barrel_14_be6a211207614fa955b905cb3e91cdb5.bundle	5138196059308084309	Barrel_14	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_14_tac_665ea2c960eca0f04c85a59969c09823.bundle	-5123690277107274144	Barrel_14_Tac	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_16_9f33bfb2aea18826fd7ac3a79822146d.bundle	7116349896435803023	Barrel_16	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_18-5_field_021600db522a2fe650ef9d4f96af8b63.bundle	602846500617234075	Barrel_18-5_Field	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_18-5_tac_cd3c39001819732d291c1a6b93d2bfd3.bundle	-1513846055968212554	Barrel_18-5_Tac	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_18_8e9b0426c7c5139078a210da23d6e704.bundle	-5319292813189804098	Barrel_18	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_20_4f737f2ccaa7cb1207ec43742c95e3a3.bundle	2662268306482476729	Barrel_20	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_21_field_3a397a2e0c3e2cd39617440a821740bb.bundle	2063413225144645359	Barrel_21_Field	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_22_be78fa0db574f3385369318d341ac51f.bundle	7373250681857363154	Barrel_22	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_24_c3babe886cd785558b40ed8d7ea5c551.bundle	7122077006821614585	Barrel_24	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_26_9d6556dc5ff12ef7e1b58d615d5d34d6.bundle	-764399690799490664	Barrel_26	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_28_3932500804bb1170f089a9c9caa21c23.bundle	-7047539133678846923	Barrel_28	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_ar10-13_18ccdfca8663536277e8510017d1517e.bundle	1983035000466588238	Barrel_AR10-13.5inch-MidGastube	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_barrel_ar10-18inch-riflelengthgastube_c30801ee0895868bd1a950f8f9b57807.bundle	-1876273170934153795	Barrel_AR10-18inch-RifleLengthGastube	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_barrel_ar10-18inch_0fe270233073b610aa8045c6c3bcd968.bundle	-7618080980923487592	Barrel_AR10-18inch	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_barrel_m110-20inch_8f3cd97d097aedbca49d542f8277216c.bundle	1582915757506227591	Barrel_M110-20inch	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_barrel_timberwolf_eeb22fc3b244558e5049561ac24c6230.bundle	7808652763798972398	Barrel_Timberwolf	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_timberwolf_muzzlebrake_cf21a67438c9f95f0125d74f922d6559.bundle	-735868065245948970	Barrel_Timberwolf_MuzzleBrake	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_barrel_timberwolf_suppressor_cc0ee19baed41226ae982170e340941a.bundle	-1985299958752904682	Barrel_Timberwolf_Suppressor	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_bipod_cvlife-6-9inches-mlok_82c8e1549ab22fe9b2e9390124b5fcfc.bundle	-522198919483408137	Bipod_Cvlife-6-9Inches-MLOK	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_black1_7d2811f0acbf0feabe5dbeaac4644588.bundle	5886981726360638372	black	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_black2_d5492b8be05ebb1615ca909f90ed0eca.bundle	4698489778032918451	Black	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_black_53235b4d18165739a3bce854fc3d1fd3.bundle	-7906346650434071544	Black	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_blk1_6a9cd882706f41cc6edd9a2d73468264.bundle	-1542436481861514755	BLK 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_blk_bf181951a7a706a26a9a4682f7bbd46a.bundle	-5448773098345726334	BLK	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_body_efaacd6eb254bbf696c8ab053fde86e1.bundle	2808323662469001000	Body	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_bolt_b8825acb419053a014c26bef292d85cb.bundle	-5565544261537945053	MI_Body	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bolt_b8825acb419053a014c26bef292d85cb.bundle	9186623072901868067	M4	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravo41_f912d1cac25a47bd30d69b91d49e777e.bundle	1689510449952320894	bravo4 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravo42_39c3a019797cfc6e92e4b8d8b0c3179d.bundle	-4359025333261381015	bravo4 2	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravo4_1dc5e3877514481d54d2f09c4f4690c3.bundle	-2846459943578284707	bravo4	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravo4_reticle1_d2711663e3ea63358ec839ef5f82d5a0.bundle	5119040159797282696	bravo4_reticle 1	2191631582626051206	Shader Graphs/RealisticScopeEffect
weaponmodmaterials_assets_bravo4_reticle_e2b93633ecef84d0292c4b9eb8185a15.bundle	7826295447478945095	bravo4_reticle	2191631582626051206	Shader Graphs/RealisticScopeEffect
weaponmodmaterials_assets_bravob51_d7f2f7841d4fe7a022acc74d35ebf14e.bundle	8048040484212064361	bravo b5 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravob52_50967404017de6c392768ae1e60b191c.bundle	-750719914715933337	bravo b5 2	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravob53_a65f029437ecd554466eb3bdbbbad66a.bundle	9211008382071965763	bravo b5 3	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravob54_4a1a3ad2990f098c2c152d478e22a0f6.bundle	7258167803094913071	bravo b5 4	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravob55_d1b706931a5ec5a40170eebde3f214e7.bundle	3319096838376251473	bravo b5 5	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravob56_eb3ce07d1bee85a26d150cc60f1c9ca3.bundle	-1610687873780335070	bravo b5 6	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_bravob5_f6a55b5f1f90336c5952c7c44e34f772.bundle	8757714624613760512	bravo b5	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_buffer_pws_ebt_57211854ea16a95dc0653abf5c0723a6.bundle	7461152839154337191	buffer_pws_ebt	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_buffer_si_adv_blk_6ba8454575e35ebd12d16cbf402d4254.bundle	-8675554420128550570	buffer_si_adv_blk	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_buffer_si_adv_r_9cdab9bb357af9ae904099d02f2f4218.bundle	3147702612401155808	buffer_si_adv_r	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_burris_xtr_14_1c887030d150ca25ceb4422f2c75988e.bundle	1012564535724971094	Burris_XTR_14	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_burrisreticle_54269a7fc0aa90565bae6ce97f3c74f9.bundle	1716590672672579479	burris reticle	-4194201878724235110	Shader Graphs/Reticle
weaponmodmaterials_assets_burrisscopeeffect_647532a7eeb2b966d7fed0392997c233.bundle	-8193926222618563835	burris scope effect	2191631582626051206	Shader Graphs/RealisticScopeEffect
weaponmodmaterials_assets_buttblk_a734362bfdcfafab9bef5a4c49fc6563.bundle	4280434629680510533	buttBLK	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_buttfde_9cef8ebe1aab62b3708dc198cd91a010.bundle	483610017355313672	buttFDE	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_buttstock_knightsarmament-m1101_c771f97d6150dc591bb5d3abed4a3a58.bundle	5844134111245110004	Buttstock_KnightsArmament-M110 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_buttstock_knightsarmament-m110_08fe2f065ba580b2d5843c9606443b37.bundle	1267399830214067127	Buttstock_KnightsArmament-M110	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_buttstock_moecarbine_076043732714cbd6e86614c3ed4ccd40.bundle	-9062261334230286800	Buttstock_MOECarbine	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_cag10-5_4220dd893b12c15588f5c9b98e48a632.bundle	-4971317256230088031	CAG 10-5	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_cag14-5_600f61d79742c31e260408c9b0afd7ea.bundle	-3308197913292312455	CAG 14-5	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_carbine_stockblack_0a4e0221f74f8ba5fe73a130099396fe.bundle	-7838221840874763842	carbine_stock black	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_carbine_stockgry_83b373d5c626ef499ead4f42e3528dda.bundle	1473496097794696851	carbine_stock gry	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_carbine_stockolive_1a7542b6ed1b9d415a649b9ba456515c.bundle	414699543423660439	carbine_stock olive	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_carbine_stocksand_ecf685803697ed593fc4b5280c1359e8.bundle	6676132360489489654	carbine_stock sand	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_charginghandle_rp_2_0799ce43147d87c28d29bcb3d9aba754.bundle	2555502165114874623	charginghandle_rp_2	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
weaponmodmaterials_assets_chassis_aicsclassic2_11d8795811adee340bd1ae12cabda999.bundle	-4348992537978844748	Chassis_AICSClassic2	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_chassis_mcmillana5_37ac783e1bf6c742f4ca7ced1607d151.bundle	5518159590212665114	Chassis_McMillanA5	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_chassis_mdtess_86172490aba70e290a8e1a9ba919b73a.bundle	-1269341027201525541	Chassis_MDTESS	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_chassis_mdtess_buffer_tube_d1451b0a4827d5d01d26742c2307b641.bundle	2981712192378415870	Chassis_MDTESS_Buffer_Tube	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_chassis_mdtess_handguard12_249b9f2cfd78ca8197971d1ca4633ade.bundle	6072881129798820971	Chassis_MDTESS_Handguard12	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_chassis_mdtess_handguard15_42668b9141a3d9981a75f627bf9ced5f.bundle	-1828948014832185173	Chassis_MDTESS_Handguard15	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_chassis_mdtess_handguard18_3f97300335decd5d6c4f5472c870959e.bundle	-3292636387087313178	Chassis_MDTESS_Handguard18	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_chassis_mdtess_stock_bba09f840ce619203522ed53aefb07ac.bundle	6647523508501080472	Chassis_MDTESS_Stock	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_cmbarrelthreaded_f3f675f10937ea2224d0b9d9118b9cc8.bundle	-7473998461143026988	cmbarrelthreaded	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_cmctrigger_304b7a3d1d2a0bd06d17c8279a484c7c.bundle	-1392780599104755196	cmctrigger	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_cobra_6a1497564754e7ea5bb447acc3441515.bundle	-8367257020562893370	cobra	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_compensator_killer_innovations_512eb26d616420e11846ef5bf2c4bdc6.bundle	8606958864563980799	compensator_killer_innovations	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_compensator_kvp308-7_30bf01915f012a31c5e8a179458b4e15.bundle	-8188474876073362411	Compensator_KVP308-7.62	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_compensator_m4-72-severeduty308_69dd18e492b4d932df5354b840ac042c.bundle	-5695375474156091402	Compensator_M4-72-SevereDuty308	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_compm4s1_cf66818a73602efd4e476b1427811e67.bundle	3179995651284095819	compm4s 1	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_compm4s_47afdd03f5eb37c8c0f00ef1fd17ec88.bundle	-5786232992930898593	compm4s	-8225816520607640240	MilkShaders/UERemap
weaponmodmaterials_assets_compm5_263e64892630d1bef94fecc6e8825421.bundle	760343694409037147	compm5	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_cqb7_stock1_6d12f33fb8e253b7d59ed2d896dedf25.bundle	3434174230327367210	cqb7_stock 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_cqb7_stock_79821a77a12bb75c87aebf2577e59678.bundle	-9115934804577972624	cqb7_stock	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_crc2u073_opticmount_51bc7a6db100f58c3103f608b16a1836.bundle	5588774668958936658	CRC2U073_OpticMount	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_crc2u073_opticmountfde_1183d5620a35bcb63c185cee7068a99c.bundle	5323748317506338684	CRC2U073_OpticMount FDE	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_crc2u073_opticmountodg_895c22df41b1bfa249baaa6411b0995c.bundle	-1321428042243417426	CRC2U073_OpticMount ODG	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_crc_1u040_a1292c35457bbf2268eb1bb115a5574b.bundle	2683396005370699299	CRC_1U040	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_crc_1u040fde_bcbeedc8e92e67ca635ec91fddb2cba1.bundle	3789003333887678087	CRC_1U040 FDE	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_crc_1u040odg_d0cc5f930c135e92277dbfc1d3276f9a.bundle	-5425938388605989754	CRC_1U040 ODG	-3661740934848837633	MilkShaders/Lit-Template
weaponmodmaterials_assets_cruxhandguard_5645aa7758e043898e97969f8923debb.bundle	-7936656715525059214	cruxHandguard	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_d-60_a2006104528144ad519bcd2c2db79911.bundle	2588351979885382894	D-60	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_dbali2_c65d16b47861f0b1918b89f60ff827f9.bundle	945830363044935248	DBALi2	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_dbali2_mrds_bf50c66e449b2122e5b94a5d1e7d21dc.bundle	-3150309880348934093	DBALi2_MRDS	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_dd_1963f0ec86850e82dd9040eb58b36660.bundle	-2259421267509411238	dd	-7803075278752278772	HDRP/Autodesk Interactive/AutodeskInteractive
weaponmodmaterials_assets_dd_handgaurd_b212502147402853f5ee2ca7c2967962.bundle	-5308319094544610919	DD_Handgaurd	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_dd_mk18_cd71b131640cae054bd4e9f3bf5e4227.bundle	-8302244575027907146	DD_MK18	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_dd_pic_vfg_ac256663e27b3dcd547419fe3cedae35.bundle	-5207470136661602241	dd_pic_vfg	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_dd_pistolgrip1_abb5b74d9a4e25d7b2615b386e621e0d.bundle	5456550773893929524	dd_pistolgrip 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_dd_pistolgrip_a0b4bc011ff4f2b729b5ce62dd34b045.bundle	-4801908403149432954	dd_pistolgrip	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_default1_1ab7feaa02424a2086b1f2fcd469403b.bundle	-5921818098437003016	Default 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_deltapoint1_5df8c289b22d92d64b97e1ace7a50e14.bundle	-8413438129471195953	deltapoint 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_deltapoint_960644cd9fe622b52e4f75622daeb652.bundle	518836016946133940	deltapoint	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_distortion_eb6dc9101aba97c081f9d323ee1703ab.bundle	2303627128372956055	Distortion	1418397185065340838	KriptoFX/FPS_Pack/Distortion
weaponmodmaterials_assets_doctersightc1_438b3cb2f38c906fcd5bcc64f7c3c9a7.bundle	7653546415553652875	doctersightc 1	7322088784485553867	HDRP/Lit
weaponmodmaterials_assets_doctersightc2_498d5ff160b7f09c0e6f116895a6b66d.bundle	6215239484816142090	doctersightc 2	7322088784485553867	HDRP/Lit
